20100101,84,203,19,2,1,57.48,5,70
20100101,240,228,53,1,3,29.14,6,54
20100101,99,242,95,2,4,8.35,63,756
20100101,65,57,0,0,0,36.02,90,1350
20100101,202,39,99,2,4,48.01,57,627
20100101,188,203,75,2,4,34.09,90,450
20100101,163,201,105,1,5,53.55,74,666
20100101,89,32,3,1,1,18.25,69,1035
20100101,109,71,2,1,1,76.52,49,735
20100101,26,200,54,1,3,49.17,57,627
20100101,175,248,0,0,0,8.02,21,126
20100101,177,24,104,1,5,96.29,38,380
20100101,95,134,3,1,1,11.64,37,222
20100101,173,247,74,1,4,22.62,91,1183
20100101,91,110,82,2,4,39.5,24,144
20100101,45,71,114,2,5,37.04,63,630
20100101,128,88,23,1,2,29.44,11,66
20100101,162,234,58,2,3,47.38,22,330
20100101,149,49,9,1,1,38.2,14,70
20100101,57,86,110,1,5,75.55,8,48
20100101,15,224,11,1,1,8.64,4,24
20100101,28,43,26,1,2,99.34,70,560
20100101,57,203,21,1,2,59.11,29,261
20100101,237,35,103,1,5,21.28,83,498
20100101,106,147,59,2,3,34.18,2,12
20100101,240,219,117,2,5,11.4,98,980
20100101,117,167,96,2,4,17.94,21,105
20100101,40,104,72,1,4,31.81,38,456
20100101,171,12,116,2,5,3.45,15,135
20100102,0,248,23,1,2,45.09,97,776
20100102,176,106,82,2,4,52.18,81,972
20100102,116,230,95,2,4,67.7,75,375
20100102,177,58,65,2,3,39.49,17,255
20100102,141,100,73,1,4,90.46,78,858
20100102,51,10,58,2,3,56.01,59,767
20100102,249,113,1,1,1,25.42,88,792
20100102,28,211,64,2,3,50.99,91,1092
20100102,36,199,2,1,1,94.62,87,1044
20100102,14,244,104,1,5,39.73,33,330
20100102,163,201,102,1,5,75.69,14,112
20100102,48,122,117,2,5,41.26,30,330
20100102,68,113,96,2,4,26.73,47,611
20100102,210,49,63,2,3,66.25,23,276
20100102,48,33,78,2,4,62.82,3,24
20100102,163,7,6,1,1,33.59,29,232
20100102,127,103,81,2,4,23.87,81,1134
20100102,20,155,72,1,4,85.55,15,165
20100102,86,70,88,2,4,38.92,19,285
20100102,216,149,72,1,4,83.64,43,473
20100102,20,131,58,2,3,34.52,60,360
20100102,215,94,75,2,4,18.21,6,90
20100103,148,169,40,2,2,89,90,720
20100103,20,219,32,1,2,77.74,15,135
20100103,15,243,118,2,5,15.19,80,1200
20100103,35,69,71,1,4,43,43,430
20100103,100,21,39,2,2,13.28,92,552
20100103,130,200,101,1,5,56.1,58,754
20100103,226,77,15,2,1,53.87,85,1275
20100103,4,204,94,2,4,43.94,99,891
20100103,242,1,74,1,4,51.73,96,1440
20100103,232,3,110,1,5,11.99,31,217
20100103,198,6,110,1,5,55.66,57,570
20100103,169,237,78,2,4,28.41,37,333
20100103,42,4,61,2,3,81.92,23,207
20100103,27,212,68,1,4,48.65,74,592
20100103,28,115,75,2,4,98.29,54,378
20100103,194,248,118,2,5,61.12,37,444
20100103,72,148,53,1,3,25.54,22,110
20100103,194,223,68,1,4,26,44,396
20100103,141,20,89,2,4,48.56,17,255
20100103,188,190,24,1,2,72.54,67,1005
20100103,32,85,100,2,4,63.77,67,335
20100103,121,16,88,2,4,51.05,36,504
20100103,246,190,111,1,5,13.11,55,440
20100103,99,84,72,1,4,82.82,38,228
20100103,209,147,69,1,4,27.46,93,744
20100104,98,145,99,2,4,97.98,41,451
20100104,35,116,26,1,2,87.91,16,208
20100104,216,38,83,2,4,93.52,21,147
20100104,45,158,0,0,0,62.57,29,145
20100104,100,107,92,2,4,56.4,40,480
20100104,152,45,84,2,4,62.93,19,247
20100104,32,105,48,2,2,5.42,9,126
20100104,224,201,70,1,4,52.37,57,513
20100104,223,83,48,2,2,27.83,31,248
20100104,130,61,41,2,2,4.32,3,30
20100104,147,20,106,1,5,69.55,74,444
20100104,138,155,29,1,2,92.2,13,143
20100104,21,19,6,1,1,32.2,97,873
20100104,64,0,111,1,5,93.47,86,1118
20100104,55,102,49,2,2,39.6,37,407
20100104,77,94,99,2,4,16.74,85,1190
20100104,189,238,70,1,4,11.44,44,352
20100104,32,10,116,2,5,51.22,36,432
20100104,86,105,46,2,2,93.61,18,216
20100104,160,46,64,2,3,14.06,39,429
20100104,127,222,27,1,2,85.14,60,660
20100104,249,80,21,1,2,32.49,81,891
20100104,8,121,71,1,4,28.06,48,576
20100104,158,88,33,1,2,52.55,48,576
20100104,45,72,8,1,1,53.14,36,180
20100104,45,12,20,1,2,85.94,22,110
20100104,164,9,118,2,5,70.39,13,182
20100104,200,3,74,1,4,58.47,26,208
20100105,18,79,81,2,4,51.61,67,603
20100105,87,104,39,2,2,89.37,18,198
20100105,182,45,119,2,5,65.65,71,497
20100105,123,194,49,2,2,43.89,1,7
20100105,40,173,119,2,5,65.02,1,6
20100105,17,122,25,1,2,83.44,80,800
20100105,206,212,2,1,1,92.26,37,296
20100105,148,221,48,2,2,80.61,20,180
20100105,72,101,95,2,4,14.57,46,644
20100105,217,86,47,2,2,84.81,40,560
20100105,16,235,86,2,4,19.02,87,957
20100105,223,140,103,1,5,73.33,31,403
20100105,148,137,55,2,3,38,93,1302
20100105,34,248,32,1,2,72.95,5,70
20100105,219,81,12,2,1,17.87,68,884
20100105,247,248,3,1,1,19.51,41,205
20100105,121,198,3,1,1,13.89,58,290
20100105,45,223,22,1,2,55.06,98,1078
20100105,183,99,96,2,4,55.6,13,117
20100105,136,115,61,2,3,10.53,51,459
20100105,237,75,73,1,4,90.58,4,52
20100105,48,214,3,1,1,49.15,63,756
20100105,101,184,66,2,3,40.46,28,224
20100105,248,91,77,2,4,17.41,83,1162
20100105,55,48,22,1,2,79.76,14,210
20100105,146,140,30,1,2,90.75,74,888
20100105,57,179,41,2,2,3.4,2,28
20100105,114,67,0,0,0,96.7,22,154
20100105,167,77,57,2,3,64.03,42,546
20100105,174,230,86,2,4,99.56,36,324
20100105,55,183,37,1,2,7.65,66,990
20100106,79,68,94,2,4,19.78,81,405
20100106,73,144,74,1,4,53.48,96,1440
20100106,130,222,81,2,4,44.51,84,1008
20100106,180,173,12,2,1,31.57,7,98
20100106,145,35,4,1,1,33.7,95,950
20100106,213,98,29,1,2,88.06,39,468
20100106,211,108,73,1,4,30.98,64,896
20100106,14,226,70,1,4,78.21,26,312
20100106,222,207,35,1,2,95.47,70,1050
20100106,88,3,75,2,4,18.27,74,592
20100106,152,170,21,1,2,14.49,18,270
20100106,51,94,100,2,4,59.41,76,988
20100106,19,114,20,1,2,83.74,41,615
20100106,151,8,75,2,4,24.25,38,570
20100106,164,71,9,1,1,80.46,34,170
20100106,76,210,52,1,3,11.68,84,504
20100106,89,70,64,2,3,54.51,92,920
20100106,195,119,101,1,5,21.96,18,126
20100106,133,149,108,1,5,36.72,5,65
20100106,79,120,117,2,5,86.61,85,595
20100106,110,119,115,2,5,66.49,71,639
20100107,226,229,119,2,5,71.2,39,507
20100107,197,33,52,1,3,49.79,19,133
20100107,158,117,76,2,4,88.9,20,280
20100107,203,193,16,2,1,33.64,22,330
20100107,218,164,58,2,3,17.61,41,328
20100107,28,64,36,1,2,53.83,73,730
20100107,59,75,12,2,1,24.98,71,639
20100107,127,3,73,1,4,62.23,16,240
20100107,122,72,27,1,2,95.85,75,1125
20100107,67,172,57,2,3,67.91,20,140
20100107,124,75,112,2,5,32.12,64,896
20100107,73,141,107,1,5,73.43,50,550
20100107,105,170,34,1,2,0.38,91,455
20100107,152,203,64,2,3,71.4,27,135
20100107,44,126,3,1,1,63.09,38,304
20100107,208,128,99,2,4,12.72,40,440
20100107,190,197,92,2,4,95.44,85,935
20100107,160,205,65,2,3,4.42,91,455
20100107,123,31,25,1,2,96.49,50,700
20100107,222,63,18,2,1,51.16,96,1440
20100107,5,87,104,1,5,63.3,3,33
20100107,191,78,49,2,2,57.62,60,720
20100107,169,10,57,2,3,30.33,3,45
20100107,174,21,30,1,2,91.12,75,525
20100107,81,30,22,1,2,84.17,81,648
20100107,73,58,96,2,4,27.39,90,810
20100107,209,218,94,2,4,83.54,61,488
20100108,20,21,49,2,2,76.4,30,360
20100108,170,170,105,1,5,17.14,29,319
20100108,92,100,101,1,5,16.15,1,12
20100108,193,108,112,2,5,97.73,55,330
20100108,218,104,76,2,4,7.39,13,143
20100108,101,110,117,2,5,28.26,30,270
20100108,173,27,5,1,1,30.21,77,1078
20100108,23,110,110,1,5,43.33,16,176
20100108,2,187,75,2,4,73.25,31,465
20100108,170,24,26,1,2,38.66,93,930
20100108,178,117,46,2,2,87.16,8,96
20100108,224,149,18,2,1,52.55,18,108
20100108,7,11,109,1,5,2.55,24,312
20100108,130,8,14,2,1,87.61,71,781
20100108,18,42,15,2,1,79.42,65,845
20100108,181,212,73,1,4,56.21,17,238
20100108,15,223,91,2,4,8.88,31,155
20100108,90,41,52,1,3,29.57,44,616
20100108,227,75,70,1,4,83.74,11,154
20100108,205,84,19,2,1,33.94,64,640
20100108,70,54,120,2,5,64.81,76,456
20100108,103,246,87,2,4,13.67,23,299
20100108,33,188,66,2,3,61.73,61,610
20100108,122,186,95,2,4,34.5,76,684
20100108,223,226,94,2,4,36.26,15,195
20100108,234,165,83,2,4,73.25,46,690
20100108,165,117,108,1,5,75.92,35,280
20100108,114,132,16,2,1,86.22,37,185
20100108,138,25,4,1,1,6.61,45,540
20100108,139,135,29,1,2,83.3,42,252
20100108,111,241,107,1,5,38.16,8,48
20100108,123,170,7,1,1,7.04,27,297
20100108,133,165,116,2,5,56.83,3,42
20100109,172,150,40,2,2,95.58,64,320
20100109,234,223,87,2,4,4.66,56,336
20100109,216,105,44,2,2,11.47,49,490
20100109,30,27,43,2,2,20.1,92,552
20100109,235,171,13,2,1,17.99,56,728
20100109,8,191,54,1,3,22.5,66,990
20100109,89,154,101,1,5,29.36,61,671
20100109,17,15,106,1,5,40.23,77,693
20100109,38,190,120,2,5,33.69,11,154
20100109,104,123,120,2,5,96.35,31,248
20100109,41,16,12,2,1,12.04,92,1012
20100109,26,233,88,2,4,76.62,55,495
20100109,214,48,92,2,4,94.15,43,473
20100109,125,87,70,1,4,5.6,97,1164
20100109,163,91,89,2,4,92.45,46,230
20100109,209,159,5,1,1,85.43,18,108
20100109,20,111,75,2,4,91.74,51,765
20100109,225,44,95,2,4,98.36,42,210
20100109,20,30,44,2,2,0.83,72,864
20100109,173,176,96,2,4,89.25,82,738
20100109,205,249,81,2,4,83.01,30,240
20100109,198,149,88,2,4,99.09,64,640
20100109,160,226,105,1,5,80.15,82,1066
20100109,104,20,20,1,2,27.38,1,15
20100109,202,62,67,2,3,3.94,58,580
20100109,223,168,16,2,1,56.78,3,18
20100109,8,48,76,2,4,37.53,66,990
20100109,69,118,85,2,4,53.28,64,832
20100109,60,204,15,2,1,21.53,41,328
20100109,123,140,78,2,4,20.68,16,96
20100109,17,108,61,2,3,3.94,1,15
20100109,77,205,44,2,2,69.06,14,112
20100109,219,151,92,2,4,61.9,53,477
20100109,249,158,28,1,2,7.46,42,504
20100110,76,166,75,2,4,2.72,5,30
20100110,112,232,62,2,3,31.27,50,550
20100110,1,231,77,2,4,84.1,46,552
20100110,44,49,112,2,5,66.95,67,737
20100110,92,188,46,2,2,66.84,99,1089
20100110,131,226,90,2,4,36.4,64,448
20100110,189,156,47,2,2,90.41,75,525
20100110,31,156,83,2,4,4.22,38,570
20100110,100,13,47,2,2,33.86,50,500
20100110,64,61,96,2,4,63.62,14,98
20100110,125,184,99,2,4,81.67,54,486
20100110,135,154,66,2,3,59.34,91,1092
20100110,224,125,24,1,2,67.19,84,924
20100110,51,154,43,2,2,93.2,6,54
